Which of the following statements is correct?	Members of the Northern Ireland Assembly are elected with a form of proportional representation.	Members of the Northern Ireland Assembly are elected using 'first past the post'.			A	The Northern Ireland Assembly was established in 1998. The Assembly has 90 elected members, known as MLAs (members of the Legislative Assembly). They are elected with a form of proportional representation.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
Towns, cities and rural areas are governed by civil servants appointed by the government. 	True	False			B	Towns, cities and rural areas in the UK are governed by democratically elected councils, often called 'local authorities'.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
Where is the Senedd?	Belfast	Cardiff	Swansea	Glasgow	B	The Welsh government and the Senedd are based in Cardiff, the capital city of Wales.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
In Northern Ireland a system called 'individual registration' operates and all those entitled to vote must complete their own registration form. 	True	False			A	Northern Ireland operates a system called 'individual registration' meaning all those entitled to vote must complete their own registration form.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
In which city is the Scottish Parliament based?	Sheffield	Edinburgh	Glasgow	Cardiff	B	The Scottish Parliament was formed in 1999. It sits in Edinburgh, the capital city of Scotland.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
What is the name of the card that is sent to registered voters to tell them where their polling station is and when the election will take place?	Poll card	Elector card	Voter card	Registry card	A	Before the election you will be sent a poll card. This tells you where your polling station or polling place is and when the election will take place.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
Elections to the Senedd are held every four years. Which of the following statements is correct?	All MSs are elected by a first past the post system.	MSs are elected by a system of proportional representation.			B	There are 60 members of the Senedd (MSs) and elections are held every four years using a form of proportional representation.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
What is the Home Secretary responsible for?	Crime, policing and immigration	Education	Defence	The economy	A	The Prime Minister appoints about 20 senior MPs to become ministers in charge of departments. These include the Home Secretary, who is responsible for crime, policing and immigration.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
In Scotland, MSPs are elected using the 'first past the post' system.	True	False			B	There are 129 members of the Scottish Parliament (MSPs), elected using a form of proportional representation.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
How often is Prime Minister's Questions held?	Every day	Every day whilst Parliament is in session	Every week	Every week whilst Parliament is in session	D	Prime Minister's Questions takes place every week whilst Parliament is sitting.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
The Senedd can make laws in which of the following areas?	Immigration	Defence	Health and social services	International trade	C	The Senedd has the power to make laws for Wales in 21 areas, including: - education and training - health and social services - economic development - housing.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
The Scottish Parliament can make laws in which of the following areas?	Health	All taxes	Social security	Immigration	A	The Scottish Parliament can pass laws for Scotland on all matters which are not specifically reserved to the UK Parliament such as key taxes. The matters on which the Scottish Parliament can legislate include: • civil and criminal law • health • education • planning • additional tax-rising powers.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
Which one of the following statements is correct?	The law requires radio and television to give equal time to opposing political viewpoints.	The Prime Minister encourages radio and television to give equal time to opposing political viewpoints.			A	By law, radio and television coverage of the political parties must be balanced and so equal time has to be given to rival viewpoints.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
Which two of the following are required by law to give balanced coverage of rival political parties?	Newspapers	Radio	Television	The internet	B, C	By law, radio and television coverage of the political parties must be balanced and so equal time has to be given to rival viewpoints.	../src/online/uk_government_the_law_and_your_role/the_government/00.json	
